-554.0,1838.0
558.0,2566.0
639.0,2600.0
469.0,2601.0
431.0,2685.0
448.0,2681.0
434.0,2640.0
654.0,2657.0
355.0,2747.0
341.0,2664.0
-601.0,1789.0
444.0,2534.0
690.0,2733.0
334.0,2588.0
386.0,2574.0
452.0,2598.0
615.0,2563.0
356.0,2640.0
683.0,2621.0
601.0,2688.0
409.0,2753.0
595.0,2662.0
618.0,2683.0
537.0,2550.0
468.0,2649.0
501.0,2702.0
412.0,2784.0
673.0,2765.0
616.0,2570.0
572.0,2586.0
383.0,2635.0
352.0,2785.0
643.0,2689.0
384.0,2732.0
395.0,2542.0
535.0,2535.0
633.0,2509.0
-621.0,1764.0
-691.0,1797.0
550.0,2522.0
355.0,2742.0
328.0,2568.0
752.0,2634.0
661.0,2684.0
436.0,2731.0
428.0,2732.0
731.0,2628.0
446.0,2704.0
263.0,2743.0
-714.0,1838.0
442.0,2780.0
596.0,2809.0
-761.0,1824.0
507.0,2745.0
345.0,2642.0
492.0,2519.0
487.0,2801.0
642.0,2645.0
606.0,2587.0
-647.0,1700.0
396.0,2826.0
540.0,2633.0
568.0,2629.0
715.0,2775.0
565.0,2554.0
-797.0,1767.0
662.0,2425.0
785.0,2608.0
344.0,2815.0
-673.0,1863.0
642.0,2614.0
384.0,2539.0
589.0,2549.0
457.0,2760.0
482.0,2717.0
677.0,2735.0
495.0,2622.0
407.0,2829.0
-681.0,1764.0
713.0,2657.0
272.0,2749.0
644.0,2798.0
506.0,2723.0
-788.0,1866.0
-663.0,1739.0
-822.0,1904.0
292.0,2620.0
723.0,2590.0
506.0,2735.0
261.0,2580.0
509.0,2653.0
684.0,2738.0
518.0,2722.0
601.0,2601.0
545.0,2732.0
340.0,2691.0
-522.0,1784.0
690.0,2711.0
432.0,2736.0
284.0,2693.0
718.0,2631.0
768.0,2728.0
-688.0,1715.0
643.0,2558.0
636.0,2603.0
498.0,2623.0
-646.0,1661.0
484.0,2589.0
401.0,2814.0
376.0,2748.0
790.0,2683.0
622.0,2522.0
471.0,2831.0
-553.0,1703.0
521.0,2585.0
589.0,2601.0
358.0,2660.0
251.0,2615.0
568.0,2716.0
321.0,2549.0
728.0,2542.0
642.0,2780.0
508.0,2646.0
595.0,2512.0
572.0,2612.0
576.0,2720.0
746.0,2526.0
320.0,2618.0
-663.0,1566.0
474.0,2596.0
526.0,2539.0
879.0,2675.0
543.0,2616.0
307.0,2640.0
417.0,2698.0
-762.0,1829.0
260.0,2781.0
328.0,2544.0
633.0,2725.0
502.0,2606.0
-605.0,1608.0
442.0,2459.0
465.0,2449.0
-755.0,1807.0
377.0,2692.0
395.0,2442.0
736.0,2858.0
-687.0,1749.0
605.0,2826.0
483.0,2553.0
343.0,2505.0
689.0,2853.0
716.0,2577.0
368.0,2459.0
485.0,2816.0
382.0,2612.0
-720.0,1855.0
-830.0,1693.0
363.0,2686.0
220.0,2668.0
627.0,2665.0
538.0,2785.0
680.0,2475.0
391.0,2921.0
382.0,2611.0
342.0,2663.0
453.0,2567.0
591.0,2827.0
-710.0,1749.0
308.0,2654.0
263.0,2612.0
458.0,2626.0
500.0,2784.0
587.0,2549.0
318.0,2593.0
352.0,2609.0
335.0,2579.0
549.0,2414.0
-722.0,1665.0
266.0,2641.0
283.0,2676.0
449.0,2628.0
553.0,2726.0
678.0,2694.0
638.0,2796.0
-561.0,1749.0
478.0,2645.0
-602.0,1808.0
323.0,2757.0
520.0,2532.0
403.0,2753.0
654.0,2670.0
657.0,2484.0
440.0,2595.0
722.0,2660.0
352.0,2757.0
384.0,2640.0
-837.0,1745.0
386.0,2615.0
293.0,2542.0
258.0,2727.0
-711.0,1808.0
378.0,2740.0
202.0,2577.0
774.0,2800.0
-762.0,1741.0
619.0,2626.0
511.0,2661.0
-759.0,1553.0
449.0,2883.0
-606.0,1729.0
462.0,2771.0
557.0,2787.0
380.0,2609.0
691.0,2612.0
527.0,2683.0
443.0,2726.0
547.0,2814.0
628.0,2711.0
567.0,2551.0
641.0,2762.0
378.0,2812.0
458.0,2814.0
611.0,2659.0
235.0,2663.0
636.0,2712.0
388.0,2412.0
430.0,2535.0
404.0,2684.0
-617.0,1814.0
539.0,2682.0
196.0,2524.0
243.0,2612.0
422.0,2622.0
312.0,2549.0
-678.0,1893.0
432.0,2783.0
585.0,2703.0
-640.0,1847.0
669.0,2817.0
605.0,2857.0
368.0,2757.0
273.0,2748.0
589.0,2451.0
495.0,2564.0
-665.0,1741.0
-640.0,1806.0
453.0,2681.0
431.0,2831.0
359.0,2741.0
740.0,2641.0
-587.0,1802.0
-628.0,1870.0
436.0,2400.0
-607.0,1777.0
464.0,2724.0
-659.0,1794.0
-525.0,1827.0
395.0,2598.0
-743.0,1744.0
-894.0,1728.0
561.0,2665.0
-607.0,1804.0
758.0,2828.0
347.0,2709.0
-760.0,1736.0
664.0,2568.0
852.0,2540.0
702.0,2861.0
-701.0,1706.0
-703.0,1871.0
-775.0,1911.0
555.0,2751.0
579.0,2597.0
535.0,2667.0
500.0,2646.0
563.0,2773.0
544.0,2738.0
321.0,2806.0
346.0,2667.0
196.0,2700.0
598.0,2710.0
290.0,2471.0
419.0,2494.0
-706.0,1472.0
598.0,2701.0
404.0,2453.0
520.0,2789.0
-702.0,1762.0
261.0,2637.0
373.0,2747.0
540.0,2709.0
156.0,2608.0
510.0,2871.0
240.0,2496.0
670.0,2543.0
762.0,2679.0
335.0,2581.0
550.0,2699.0
451.0,2752.0
448.0,2909.0
564.0,2918.0
588.0,2651.0
440.0,2448.0
215.0,2589.0
324.0,2599.0
-772.0,1680.0
444.0,2615.0
694.0,2891.0
341.0,2717.0
-549.0,1946.0
482.0,2834.0
537.0,2604.0
433.0,2971.0
466.0,2632.0
478.0,2736.0
804.0,2611.0
309.0,2509.0
566.0,2655.0
-746.0,1876.0
425.0,2609.0
283.0,2573.0
418.0,2877.0
764.0,2949.0
555.0,2767.0
355.0,2668.0
-854.0,1995.0
395.0,2629.0
410.0,2794.0
-769.0,1622.0
603.0,2494.0
664.0,2693.0
650.0,2672.0
767.0,2642.0
289.0,2612.0
297.0,2344.0
682.0,2555.0
559.0,2703.0
361.0,2706.0
709.0,2864.0
673.0,2886.0
537.0,2479.0
291.0,2540.0
588.0,2611.0
708.0,2740.0
600.0,2600.0
389.0,2399.0
323.0,2806.0
648.0,2658.0
444.0,2470.0
478.0,2681.0
519.0,2705.0
472.0,2863.0
759.0,2798.0
409.0,2801.0
370.0,2847.0
309.0,2804.0
659.0,2736.0
-849.0,1670.0
-845.0,1790.0
-690.0,1690.0
-577.0,1672.0
499.0,2535.0
559.0,2762.0
751.0,2707.0
349.0,2567.0
335.0,2729.0
635.0,2762.0
264.0,2291.0
256.0,2765.0
-665.0,1806.0
463.0,2571.0
371.0,2675.0
461.0,2586.0
505.0,2832.0
262.0,2665.0
556.0,2881.0
425.0,2583.0
-768.0,1846.0
498.0,2545.0
441.0,2524.0
666.0,2561.0
444.0,2766.0
427.0,2731.0
755.0,2681.0
394.0,2683.0
657.0,2826.0
213.0,2444.0
678.0,2596.0
-485.0,1807.0
587.0,2468.0
770.0,2597.0
334.0,2511.0
637.0,2766.0
459.0,3021.0
437.0,2726.0
177.0,2567.0
703.0,2585.0
322.0,2721.0
367.0,2817.0
-792.0,1972.0
640.0,2656.0
356.0,2355.0
631.0,2529.0
468.0,2588.0
466.0,2607.0
325.0,2996.0
439.0,2523.0
423.0,2459.0
585.0,2617.0
679.0,2792.0
717.0,2737.0
-513.0,1853.0
876.0,2507.0
447.0,2586.0
332.0,2572.0
849.0,2800.0
372.0,2528.0
516.0,2643.0
254.0,2671.0
225.0,2607.0
358.0,2481.0
713.0,2607.0
482.0,2778.0
431.0,2824.0
546.0,2769.0
624.0,2867.0
680.0,2591.0
724.0,2578.0
481.0,2787.0
336.0,2404.0
266.0,2530.0
690.0,2712.0
295.0,2660.0
394.0,2851.0
496.0,2702.0
521.0,2446.0
692.0,2563.0
-597.0,1681.0
316.0,2405.0
236.0,3020.0
689.0,2766.0
260.0,2878.0
652.0,2858.0
627.0,2698.0
756.0,2503.0
279.0,2680.0
838.0,2622.0
550.0,2530.0
219.0,2667.0
361.0,2425.0
405.0,2547.0
508.0,2642.0
-630.0,1809.0
273.0,2938.0
626.0,2653.0
423.0,2643.0
714.0,2868.0
529.0,2582.0
724.0,2739.0
630.0,2941.0
704.0,2404.0
595.0,2767.0
-700.0,1831.0
-630.0,1748.0
712.0,2872.0
-648.0,1787.0
649.0,2565.0
738.0,2619.0
661.0,2710.0
493.0,2755.0
530.0,2693.0
453.0,2514.0
255.0,2826.0
585.0,2514.0
-540.0,1727.0
394.0,2475.0
588.0,2730.0
497.0,2757.0
429.0,2623.0
773.0,2778.0
-744.0,1753.0
-849.0,1589.0
-570.0,1579.0
303.0,2600.0
264.0,2842.0
696.0,2718.0
375.0,2516.0
678.0,2519.0
436.0,2540.0
-808.0,1675.0
312.0,2597.0
401.0,2419.0
816.0,2659.0
361.0,2763.0
495.0,2366.0
491.0,2733.0
553.0,2854.0
490.0,2548.0
-743.0,1769.0
694.0,2717.0
296.0,2675.0
435.0,2600.0
240.0,2643.0
256.0,2789.0
345.0,2653.0
273.0,2535.0
560.0,2729.0
486.0,2615.0
311.0,2541.0
-496.0,1914.0
451.0,2768.0
370.0,2852.0
491.0,2675.0
504.0,2549.0
696.0,2624.0
511.0,2825.0
720.0,2519.0
561.0,2400.0
511.0,2602.0
476.0,2621.0
254.0,2490.0
394.0,2730.0
-836.0,1806.0
691.0,2611.0
